,0,1,2,3
0,2.0032381956992564,-1.5195657021267717,0.5200477125504509,-2.3090813587182715
1,1.5986414534379305,0.6739200695034044,-1.640884466803355,-0.9528665697827432
2,0.9073446701884126,-0.6190543027669024,0.6165557719622538,0.6824663652783204
3,-2.369224031058524,-0.36461227782899563,1.5809852617964357,-0.3739480919140552
4,-0.3605468198814423,-1.2106959859962496,1.2503378107318974,-1.9899803049154663
5,0.6716824634828624,0.6436482326248432,-0.22960972876804606,0.5883767309533976
6,2.3478272123150683,-1.206138251821232,0.48516572994336865,1.4594720339821028
7,0.09679811441317507,0.08744198891357677,0.7720205794352487,1.2912607175505264
8,-1.1789349476296112,0.9636660927597461,0.6904688925861995,0.8608613807919538
9,-1.0520001032717108,-0.1794379598848862,1.3215845398164883,0.24078405062943423
